airline,flight_no,from_iata,from_city,to_iata,to_city
9C,9C15999,SYX,三亚,SHA,上海
9C,9C15999,SZX,深圳,HGH,杭州
9C,9C15999,SZX,深圳,HIA,淮安
9C,9C15999,SZX,深圳,SHA,上海
9C,9C15999,SZX,深圳,SHE,沈阳
9C,9C15999,SZX,深圳,SJW,石家庄
9C,9C15999,TAO,青岛,SHA,上海
9C,9C15999,URC,乌鲁木齐,SHA,上海
9C,9C15999,URC,乌鲁木齐,XIY,西安
9C,9C15999,XIY,西安,SHA,上海
9C,9C15999,XIY,西安,SHE,沈阳
9C,9C15999,XIY,西安,URC,乌鲁木齐
9C,9C15999,XMN,厦门,PVG,上海
9C,9C15999,XMN,厦门,SHA,上海
9C,9C15999,XMN,厦门,SJW,石家庄
9C,9C15999,ZHA,湛江,PVG,上海
9C,9C15999,ZUH,珠海,PVG,上海
9C,9C15999,ZUH,珠海,SHA,上海
9C,9C15999,ZYI,遵义,KMG,昆明
9C,9C15999,ZYI,遵义,SHA,上海
AF,AF137,CAN,广州,CKG,重庆
AF,AF137,CAN,广州,HGH,杭州
AF,AF137,CAN,广州,SHE,沈阳
AF,AF137,CAN,广州,WUH,武汉
AF,AF137,CKG,重庆,CAN,广州
AF,AF137,CKG,重庆,LXA,拉萨
AF,AF137,ENH,恩施,WUH,武汉
AF,AF137,KMG,昆明,CAN,广州
AF,AF137,LJG,丽江,KMG,昆明
AF,AF137,LXA,拉萨,CKG,重庆
AF,AF137,NBS,白山,SHE,沈阳
AF,AF137,SHE,沈阳,CAN,广州
AF,AF137,SHE,沈阳,NBS,白山
AF,AF137,WUH,武汉,CAN,广州
AF,AF137,WUH,武汉,ENH,恩施
BK,BK4026,CAN,广州,TSN,天津
BK,BK4026,CKG,重庆,CSX,长沙
BK,BK4026,CKG,重庆,DYG,张家界
BK,BK4026,CKG,重庆,XNN,西宁
BK,BK4026,CSX,长沙,CKG,重庆
BK,BK4026,CSX,长沙,DYG,张家界
BK,BK4026,CSX,长沙,HGH,杭州
BK,BK4026,CSX,长沙,HJJ,怀化芷江
BK,BK4026,CSX,长沙,KMG,昆明
BK,BK4026,CSX,长沙,LLF,永州
BK,BK4026,CSX,长沙,NKG,南京
BK,BK4026,CSX,长沙,SYX,三亚
BK,BK4026,CSX,长沙,TAO,青岛
BK,BK4026,CSX,长沙,TEN,铜仁
BK,BK4026,CSX,长沙,TSN,天津
BK,BK4026,CSX,长沙,XIY,西安
BK,BK4026,CSX,长沙,XMN,厦门
BK,BK4026,CSX,长沙,ZHA,湛江
BK,BK4026,CTU,成都,TSN,天津
BK,BK4026,DLC,大连,HGH,杭州
BK,BK4026,DLC,大连,TSN,天津
BK,BK4026,DLC,大连,YNT,烟台
BK,BK4026,DYG,张家界,CKG,重庆
BK,BK4026,DYG,张家界,CSX,长沙
BK,BK4026,DYG,张家界,TSN,天津
BK,BK4026,HEK,黑河,HRB,哈尔滨
BK,BK4026,HEK,黑河,OHE,漠河
BK,BK4026,HET,呼和浩特,TSN,天津
BK,BK4026,HFE,合肥,KMG,昆明
BK,BK4026,HGH,杭州,CSX,长沙
BK,BK4026,HGH,杭州,DLC,大连
BK,BK4026,HGH,杭州,TSN,天津
BK,BK4026,HJJ,怀化芷江,CSX,长沙
BK,BK4026,HRB,哈尔滨,HEK,黑河
BK,BK4026,HRB,哈尔滨,JGD,加格达奇
BK,BK4026,HRB,哈尔滨,JMU,佳木斯
BK,BK4026,HRB,哈尔滨,JXA,鸡西
BK,BK4026,HRB,哈尔滨,TSN,天津
BK,BK4026,JGD,加格达奇,HRB,哈尔滨
BK,BK4026,JGD,加格达奇,OHE,漠河
BK,BK4026,JHG,景洪,KMG,昆明
BK,BK4026,JMU,佳木斯,HRB,哈尔滨
BK,BK4026,JXA,鸡西,HRB,哈尔滨
BK,BK4026,KMG,昆明,CSX,长沙
BK,BK4026,KMG,昆明,HFE,合肥
BK,BK4026,KMG,昆明,JHG,景洪
BK,BK4026,KMG,昆明,NKG,南京
BK,BK4026,KMG,昆明,UYN,榆林
BK,BK4026,KWL,桂林,TSN,天津
BK,BK4026,LLF,永州,CSX,长沙
BK,BK4026,NGB,宁波,SYX,三亚
BK,BK4026,NGB,宁波,TSN,天津
BK,BK4026,NKG,南京,CSX,长沙
BK,BK4026,NKG,南京,KMG,昆明
BK,BK4026,NKG,南京,SHE,沈阳
BK,BK4026,NNG,南宁,SZX,深圳
BK,BK4026,NNG,南宁,XIY,西安
BK,BK4026,OHE,漠河,HEK,黑河
BK,BK4026,OHE,漠河,JGD,加格达奇
BK,BK4026,SHE,沈阳,NKG,南京
BK,BK4026,SHE,沈阳,TAO,青岛
BK,BK4026,SYX,三亚,CSX,长沙
BK,BK4026,SYX,三亚,NGB,宁波
BK,BK4026,SYX,三亚,ZUH,珠海
BK,BK4026,SZX,深圳,NNG,南宁
BK,BK4026,SZX,深圳,TSN,天津
BK,BK4026,TAO,青岛,CSX,长沙
BK,BK4026,TAO,青岛,SHE,沈阳
BK,BK4026,TEN,铜仁,CSX,长沙
BK,BK4026,TSN,天津,CAN,广州
BK,BK4026,TSN,天津,CSX,长沙
BK,BK4026,TSN,天津,CTU,成都
BK,BK4026,TSN,天津,DLC,大连
BK,BK4026,TSN,天津,DYG,张家界
BK,BK4026,TSN,天津,HET,呼和浩特
BK,BK4026,TSN,天津,HGH,杭州
BK,BK4026,TSN,天津,HRB,哈尔滨
BK,BK4026,TSN,天津,KWL,桂林
BK,BK4026,TSN,天津,NGB,宁波
BK,BK4026,TSN,天津,SZX,深圳
BK,BK4026,TSN,天津,UYN,榆林
BK,BK4026,TSN,天津,XIY,西安
BK,BK4026,TSN,天津,XMN,厦门
BK,BK4026,TSN,天津,XNN,西宁
BK,BK4026,TSN,天津,YNT,烟台
BK,BK4026,TSN,天津,ZUH,珠海
BK,BK4026,URC,乌鲁木齐,XIY,西安
BK,BK4026,UYN,榆林,KMG,昆明
BK,BK4026,UYN,榆林,TSN,天津
BK,BK4026,XIY,西安,CSX,长沙
BK,BK4026,XIY,西安,NNG,南宁
BK,BK4026,XIY,西安,TSN,天津
BK,BK4026,XIY,西安,URC,乌鲁木齐
BK,BK4026,XMN,厦门,CSX,长沙
BK,BK4026,XMN,厦门,TSN,天津
BK,BK4026,XNN,西宁,CKG,重庆
BK,BK4026,XNN,西宁,TSN,天津
BK,BK4026,YNT,烟台,DLC,大连
BK,BK4026,YNT,烟台,TSN,天津
BK,BK4026,ZHA,湛江,CSX,长沙
BK,BK4026,ZUH,珠海,SYX,三亚
BK,BK4026,ZUH,珠海,TSN,天津
CA,CA751,AKU,阿克苏,CTU,成都
CA,CA751,BAV,包头,CAN,广州
CA,CA751,BAV,包头,PEK,北京
CA,CA751,BAV,包头,TSN,天津
CA,CA751,BAV,包头,TYN,太原
CA,CA751,BHY,北海,HGH,杭州
CA,CA751,BHY,北海,PEK,北京
CA,CA751,BPX,昌都,CTU,成都
CA,CA751,CAN,广州,BAV,包头
CA,CA751,CAN,广州,CGO,郑州
CA,CA751,CAN,广州,CGQ,长春
CA,CA751,CAN,广州,CKG,重庆
CA,CA751,CAN,广州,CTU,成都
CA,CA751,CAN,广州,CZX,常州
CA,CA751,CAN,广州,GYS,广元
CA,CA751,CAN,广州,HAK,海口
CA,CA751,CAN,广州,HET,呼和浩特
CA,CA751,CAN,广州,HFE,合肥
CA,CA751,CAN,广州,HGH,杭州
CA,CA751,CAN,广州,HRB,哈尔滨
CA,CA751,CAN,广州,HYN,黄岩
CA,CA751,CAN,广州,JDZ,景德镇
CA,CA751,CAN,广州,JJN,泉州
CA,CA751,CAN,广州,JZH,九寨沟
CA,CA751,CAN,广州,KHN,南昌
CA,CA751,CAN,广州,KMG,昆明
CA,CA751,CAN,广州,KWE,贵阳
CA,CA751,CAN,广州,LYI,临沂
CA,CA751,CAN,广州,LZO,泸州
CA,CA751,CAN,广州,NKG,南京
CA,CA751,CAN,广州,NNG,南宁
CA,CA751,CAN,广州,PEK,北京
CA,CA751,CAN,广州,PVG,上海
CA,CA751,CAN,广州,SHA,上海
CA,CA751,CAN,广州,SHE,沈阳
CA,CA751,CAN,广州,TAO,青岛
CA,CA751,CAN,广州,TNA,济南
CA,CA751,CAN,广州,TSN,天津
CA,CA751,CAN,广州,WNZ,温州
CA,CA751,CAN,广州,WUH,武汉
CA,CA751,CAN,广州,WUS,武夷山
CA,CA751,CAN,广州,WUX,无锡
CA,CA751,CAN,广州,WXN,万州
CA,CA751,CAN,广州,XIY,西安
CA,CA751,CAN,广州,XMN,厦门
CA,CA751,CAN,广州,YBP,宜宾
CA,CA751,CAN,广州,YCU,运城
CA,CA751,CAN,广州,YNT,烟台
CA,CA751,CGO,郑州,CAN,广州
CA,CA751,CGO,郑州,CKG,重庆
CA,CA751,CGO,郑州,CTU,成都
CA,CA751,CGO,郑州,DLC,大连
CA,CA751,CGO,郑州,HAK,海口
CA,CA751,CGO,郑州,HGH,杭州
CA,CA751,CGO,郑州,HRB,哈尔滨
CA,CA751,CGO,郑州,KMG,昆明
CA,CA751,CGO,郑州,KWE,贵阳
CA,CA751,CGO,郑州,KWL,桂林
CA,CA751,CGO,郑州,LHW,兰州
CA,CA751,CGO,郑州,MIG,绵阳
CA,CA751,CGO,郑州,NNG,南宁
CA,CA751,CGO,郑州,PEK,北京
CA,CA751,CGO,郑州,SHE,沈阳
CA,CA751,CGO,郑州,SZX,深圳
CA,CA751,CGO,郑州,TAO,青岛
CA,CA751,CGO,郑州,TNA,济南
CA,CA751,CGO,郑州,TSN,天津
CA,CA751,CGO,郑州,URC,乌鲁木齐
CA,CA751,CGO,郑州,XMN,厦门
CA,CA751,CGO,郑州,XNN,西宁
CA,CA751,CGQ,长春,CAN,广州
CA,CA751,CGQ,长春,CTU,成都
CA,CA751,CGQ,长春,NKG,南京
CA,CA751,CGQ,长春,PEK,北京
CA,CA751,CGQ,长春,SZX,深圳
CA,CA751,CGQ,长春,TAO,青岛
CA,CA751,CGQ,长春,TNA,济南
CA,CA751,CGQ,长春,WUH,武汉
CA,CA751,CGQ,长春,YNT,烟台
CA,CA751,CHG,朝阳,PEK,北京
CA,CA751,CIF,赤峰,PEK,北京
CA,CA751,CIH,长治,CTU,成都
CA,CA751,CKG,重庆,CAN,广州
CA,CA751,CKG,重庆,CGO,郑州
CA,CA751,CKG,重庆,HGH,杭州
CA,CA751,CKG,重庆,JZH,九寨沟
CA,CA751,CKG,重庆,KMG,昆明
CA,CA751,CKG,重庆,KWE,贵阳
CA,CA751,CKG,重庆,KWL,桂林
CA,CA751,CKG,重庆,LJG,丽江
CA,CA751,CKG,重庆,LXA,拉萨
CA,CA751,CKG,重庆,NKG,南京
CA,CA751,CKG,重庆,PEK,北京
CA,CA751,CKG,重庆,PVG,上海
CA,CA751,CKG,重庆,SHA,上海
CA,CA751,CKG,重庆,SJW,石家庄
CA,CA751,CKG,重庆,SZX,深圳
CA,CA751,CKG,重庆,TAO,青岛
CA,CA751,CKG,重庆,TNA,济南
CA,CA751,CKG,重庆,TSN,天津
CA,CA751,CKG,重庆,URC,乌鲁木齐
CA,CA751,CKG,重庆,WNZ,温州
CA,CA751,CKG,重庆,WUH,武汉
CA,CA751,CKG,重庆,WUS,武夷山
CA,CA751,CKG,重庆,WUX,无锡
CA,CA751,CKG,重庆,XIY,西安
CA,CA751,CKG,重庆,XMN,厦门
CA,CA751,CKG,重庆,YTY,扬州
CA,CA751,CKG,重庆,ZUH,珠海
CA,CA751,CSX,长沙,CTU,成都
CA,CA751,CSX,长沙,HFE,合肥
CA,CA751,CSX,长沙,KMG,昆明
CA,CA751,CSX,长沙,PEK,北京
CA,CA751,CSX,长沙,TNA,济南
CA,CA751,CSX,长沙,TSN,天津
CA,CA751,CSX,长沙,XMN,厦门
CA,CA751,CTU,成都,AKU,阿克苏
CA,CA751,CTU,成都,BPX,昌都
CA,CA751,CTU,成都,CAN,广州
CA,CA751,CTU,成都,CGO,郑州
CA,CA751,CTU,成都,CGQ,长春
CA,CA751,CTU,成都,CIH,长治
CA,CA751,CTU,成都,CSX,长沙
CA,CA751,CTU,成都,CZX,常州
CA,CA751,CTU,成都,DCY,稻城
CA,CA751,CTU,成都,FOC,福州
CA,CA751,CTU,成都,HAK,海口
CA,CA751,CTU,成都,HET,呼和浩特
CA,CA751,CTU,成都,HFE,合肥
CA,CA751,CTU,成都,HGH,杭州
CA,CA751,CTU,成都,HRB,哈尔滨
CA,CA751,CTU,成都,JDZ,景德镇
CA,CA751,CTU,成都,JZH,九寨沟
CA,CA751,CTU,成都,KHG,喀什
CA,CA751,CTU,成都,KHN,南昌
CA,CA751,CTU,成都,KMG,昆明
CA,CA751,CTU,成都,KRL,库尔勒
CA,CA751,CTU,成都,KWE,贵阳
CA,CA751,CTU,成都,KWL,桂林
CA,CA751,CTU,成都,LHW,兰州
CA,CA751,CTU,成都,LJG,丽江
CA,CA751,CTU,成都,LXA,拉萨
CA,CA751,CTU,成都,LZY,林芝
CA,CA751,CTU,成都,NGB,宁波
CA,CA751,CTU,成都,NKG,南京
CA,CA751,CTU,成都,NNG,南宁
CA,CA751,CTU,成都,PEK,北京
CA,CA751,CTU,成都,PVG,上海
CA,CA751,CTU,成都,PZI,攀枝花
CA,CA751,CTU,成都,SHA,上海
CA,CA751,CTU,成都,SHE,沈阳
CA,CA751,CTU,成都,SWA,汕头
CA,CA751,CTU,成都,SYX,三亚
CA,CA751,CTU,成都,SZX,深圳
CA,CA751,CTU,成都,TAO,青岛
CA,CA751,CTU,成都,TNA,济南
CA,CA751,CTU,成都,TSN,天津
CA,CA751,CTU,成都,TYN,太原
CA,CA751,CTU,成都,URC,乌鲁木齐
CA,CA751,CTU,成都,UYN,榆林
CA,CA751,CTU,成都,WNZ,温州
CA,CA751,CTU,成都,WUH,武汉
CA,CA751,CTU,成都,WUX,无锡
CA,CA751,CTU,成都,XIC,西昌
CA,CA751,CTU,成都,XIY,西安
CA,CA751,CTU,成都,XMN,厦门
CA,CA751,CTU,成都,XNN,西宁
CA,CA751,CTU,成都,YCU,运城
CA,CA751,CTU,成都,YIN,伊宁
CA,CA751,CTU,成都,YIW,义乌
CA,CA751,CTU,成都,YNT,烟台
CA,CA751,CTU,成都,ZHA,湛江
CA,CA751,CTU,成都,ZUH,珠海
CA,CA751,CZX,常州,CAN,广州
CA,CA751,CZX,常州,CTU,成都
CA,CA751,CZX,常州,HRB,哈尔滨
CA,CA751,CZX,常州,PEK,北京
CA,CA751,CZX,常州,SHE,沈阳
CA,CA751,CZX,常州,SZX,深圳
CA,CA751,DAT,大同,PEK,北京
CA,CA751,DCY,稻城,CTU,成都
CA,CA751,DDG,丹东,PEK,北京
CA,CA751,DLC,大连,CGO,郑州
CA,CA751,DLC,大连,HFE,合肥
CA,CA751,DLC,大连,HGH,杭州
CA,CA751,DLC,大连,HRB,哈尔滨
CA,CA751,DLC,大连,NKG,南京
CA,CA751,DLC,大连,PEK,北京
CA,CA751,DLC,大连,PVG,上海
CA,CA751,DLC,大连,SZX,深圳
CA,CA751,DLC,大连,TAO,青岛
CA,CA751,DLC,大连,TNA,济南
CA,CA751,DLC,大连,TSN,天津
CA,CA751,DLC,大连,TYN,太原
CA,CA751,DLC,大连,WUX,无锡
CA,CA751,DLC,大连,XIY,西安
CA,CA751,DQA,大庆,PEK,北京
CA,CA751,DSN,鄂尔多斯,PEK,北京
CA,CA751,DSN,鄂尔多斯,TYN,太原
CA,CA751,DYG,张家界,PEK,北京
CA,CA751,FOC,福州,CTU,成都
CA,CA751,FOC,福州,HAK,海口
CA,CA751,FOC,福州,JDZ,景德镇
CA,CA751,FOC,福州,KWL,桂林
CA,CA751,FOC,福州,NKG,南京
CA,CA751,FOC,福州,PEK,北京
CA,CA751,FOC,福州,TNA,济南
CA,CA751,FOC,福州,WUX,无锡
CA,CA751,FOC,福州,ZUH,珠海
CA,CA751,FUG,阜阳,PEK,北京
CA,CA751,GYS,广元,CAN,广州
CA,CA751,GYS,广元,HGH,杭州
CA,CA751,GYS,广元,PEK,北京
CA,CA751,GYS,广元,SZX,深圳
CA,CA751,HAK,海口,CAN,广州
CA,CA751,HAK,海口,CGO,郑州
CA,CA751,HAK,海口,CTU,成都
CA,CA751,HAK,海口,FOC,福州
CA,CA751,HAK,海口,HGH,杭州
CA,CA751,HAK,海口,NKG,南京
CA,CA751,HAK,海口,PEK,北京
CA,CA751,HAK,海口,SZX,深圳
CA,CA751,HAK,海口,TSN,天津
CA,CA751,HET,呼和浩特,CAN,广州
CA,CA751,HET,呼和浩特,CTU,成都
CA,CA751,HET,呼和浩特,HGH,杭州
CA,CA751,HET,呼和浩特,HLD,海拉尔
CA,CA751,HET,呼和浩特,PEK,北京
CA,CA751,HET,呼和浩特,PVG,上海
CA,CA751,HET,呼和浩特,SHE,沈阳
CA,CA751,HET,呼和浩特,TNA,济南
CA,CA751,HET,呼和浩特,TSN,天津
CA,CA751,HET,呼和浩特,WUH,武汉
CA,CA751,HFE,合肥,CAN,广州
CA,CA751,HFE,合肥,CSX,长沙
CA,CA751,HFE,合肥,CTU,成都
CA,CA751,HFE,合肥,DLC,大连
CA,CA751,HFE,合肥,KWE,贵阳
CA,CA751,HFE,合肥,PEK,北京
CA,CA751,HFE,合肥,SZX,深圳
CA,CA751,HFE,合肥,TAO,青岛
CA,CA751,HFE,合肥,XMN,厦门
CA,CA751,HGH,杭州,BHY,北海
CA,CA751,HGH,杭州,CAN,广州
CA,CA751,HGH,杭州,CGO,郑州
CA,CA751,HGH,杭州,CKG,重庆
CA,CA751,HGH,杭州,CTU,成都
CA,CA751,HGH,杭州,DLC,大连
CA,CA751,HGH,杭州,GYS,广元
CA,CA751,HGH,杭州,HAK,海口
CA,CA751,HGH,杭州,HET,呼和浩特
CA,CA751,HGH,杭州,JJN,泉州
CA,CA751,HGH,杭州,KMG,昆明
CA,CA751,HGH,杭州,KWE,贵阳
CA,CA751,HGH,杭州,KWL,桂林
CA,CA751,HGH,杭州,LHW,兰州
CA,CA751,HGH,杭州,LJG,丽江
CA,CA751,HGH,杭州,NNG,南宁
CA,CA751,HGH,杭州,PEK,北京
CA,CA751,HGH,杭州,SHE,沈阳
CA,CA751,HGH,杭州,SZX,深圳
CA,CA751,HGH,杭州,TAO,青岛
CA,CA751,HGH,杭州,TNA,济南
CA,CA751,HGH,杭州,XIY,西安
CA,CA751,HGH,杭州,XMN,厦门
CA,CA751,HGH,杭州,YCU,运城
CA,CA751,HGH,杭州,YNT,烟台
CA,CA751,HLD,海拉尔,HET,呼和浩特
CA,CA751,HLD,海拉尔,PEK,北京
CA,CA751,HLH,乌兰浩特,PEK,北京
CA,CA751,HMI,哈密,KRL,库尔勒
CA,CA751,HMI,哈密,PEK,北京
CA,CA751,HRB,哈尔滨,CAN,广州
CA,CA751,HRB,哈尔滨,CGO,郑州
CA,CA751,HRB,哈尔滨,CTU,成都
CA,CA751,HRB,哈尔滨,CZX,常州
CA,CA751,HRB,哈尔滨,DLC,大连
CA,CA751,HRB,哈尔滨,PEK,北京
CA,CA751,HRB,哈尔滨,SZX,深圳
CA,CA751,HRB,哈尔滨,TAO,青岛
CA,CA751,HRB,哈尔滨,TNA,济南
CA,CA751,HRB,哈尔滨,TSN,天津
CA,CA751,HRB,哈尔滨,TYN,太原
CA,CA751,HRB,哈尔滨,XIY,西安
CA,CA751,HRB,哈尔滨,YNT,烟台
CA,CA751,HSN,舟山,JJN,泉州
CA,CA751,HTN,和田,URC,乌鲁木齐
CA,CA751,HYN,黄岩,CAN,广州
CA,CA751,HYN,黄岩,PEK,北京
CA,CA751,HYN,黄岩,SZX,深圳
CA,CA751,HYN,黄岩,ZUH,珠海
CA,CA751,JDZ,景德镇,CAN,广州
CA,CA751,JDZ,景德镇,CTU,成都
CA,CA751,JDZ,景德镇,FOC,福州
CA,CA751,JDZ,景德镇,PEK,北京
CA,CA751,JDZ,景德镇,SHA,上海
CA,CA751,JDZ,景德镇,SZX,深圳
CA,CA751,JDZ,景德镇,XIY,西安
CA,CA751,JDZ,景德镇,XMN,厦门
CA,CA751,JGS,吉安,PEK,北京
CA,CA751,JIU,九江,PEK,北京
CA,CA751,JIU,九江,XMN,厦门
CA,CA751,JJN,泉州,CAN,广州
CA,CA751,JJN,泉州,HGH,杭州
CA,CA751,JJN,泉州,HSN,舟山
CA,CA751,JJN,泉州,PVG,上海
CA,CA751,JJN,泉州,SZX,深圳
CA,CA751,JMU,佳木斯,PEK,北京
CA,CA751,JNZ,锦州,TAO,青岛
CA,CA751,JUZ,衢州,SZX,深圳
CA,CA751,JUZ,衢州,XMN,厦门
CA,CA751,JZH,九寨沟,CAN,广州
CA,CA751,JZH,九寨沟,CKG,重庆
CA,CA751,JZH,九寨沟,CTU,成都
CA,CA751,JZH,九寨沟,PVG,上海
CA,CA751,KHG,喀什,CTU,成都
CA,CA751,KHG,喀什,URC,乌鲁木齐
CA,CA751,KHN,南昌,CAN,广州
CA,CA751,KHN,南昌,CTU,成都
CA,CA751,KHN,南昌,KWE,贵阳
CA,CA751,KHN,南昌,PEK,北京
CA,CA751,KHN,南昌,PVG,上海
CA,CA751,KHN,南昌,SZX,深圳
CA,CA751,KHN,南昌,TAO,青岛
CA,CA751,KHN,南昌,TNA,济南
CA,CA751,KHN,南昌,ZUH,珠海
CA,CA751,KMG,昆明,CAN,广州
CA,CA751,KMG,昆明,CGO,郑州
CA,CA751,KMG,昆明,CKG,重庆
CA,CA751,KMG,昆明,CSX,长沙
CA,CA751,KMG,昆明,CTU,成都
CA,CA751,KMG,昆明,HGH,杭州
CA,CA751,KMG,昆明,KWE,贵阳
CA,CA751,KMG,昆明,NKG,南京
CA,CA751,KMG,昆明,PEK,北京
CA,CA751,KMG,昆明,PVG,上海
CA,CA751,KMG,昆明,SZX,深圳
CA,CA751,KMG,昆明,TNA,济南
CA,CA751,KMG,昆明,TSN,天津
CA,CA751,KMG,昆明,TYN,太原
CA,CA751,KMG,昆明,WNZ,温州
CA,CA751,KMG,昆明,WUH,武汉
CA,CA751,KMG,昆明,XMN,厦门
CA,CA751,KMG,昆明,YCU,运城
CA,CA751,KOW,赣州,PEK,北京
CA,CA751,KRL,库尔勒,CTU,成都
CA,CA751,KRL,库尔勒,HMI,哈密
CA,CA751,KWE,贵阳,CAN,广州
CA,CA751,KWE,贵阳,CGO,郑州
CA,CA751,KWE,贵阳,CKG,重庆
CA,CA751,KWE,贵阳,CTU,成都
CA,CA751,KWE,贵阳,HFE,合肥
CA,CA751,KWE,贵阳,HGH,杭州
CA,CA751,KWE,贵阳,KHN,南昌
CA,CA751,KWE,贵阳,KMG,昆明
CA,CA751,KWE,贵阳,NKG,南京
CA,CA751,KWE,贵阳,PEK,北京
CA,CA751,KWE,贵阳,PVG,上海
CA,CA751,KWE,贵阳,SHA,上海
CA,CA751,KWE,贵阳,SZX,深圳
CA,CA751,KWE,贵阳,TNA,济南
CA,CA751,KWE,贵阳,WNZ,温州
CA,CA751,KWE,贵阳,WUH,武汉
CA,CA751,KWE,贵阳,XIY,西安
CA,CA751,KWE,贵阳,XMN,厦门
CA,CA751,KWE,贵阳,ZUH,珠海
CA,CA751,KWL,桂林,CGO,郑州
CA,CA751,KWL,桂林,CKG,重庆
CA,CA751,KWL,桂林,CTU,成都
CA,CA751,KWL,桂林,FOC,福州
CA,CA751,KWL,桂林,HGH,杭州
CA,CA751,KWL,桂林,NGB,宁波
CA,CA751,KWL,桂林,NKG,南京
CA,CA751,KWL,桂林,PEK,北京
CA,CA751,KWL,桂林,PVG,上海
CA,CA751,KWL,桂林,SZX,深圳
CA,CA751,KWL,桂林,XIY,西安
CA,CA751,KWL,桂林,XMN,厦门
CA,CA751,LHW,兰州,CGO,郑州
CA,CA751,LHW,兰州,CTU,成都
CA,CA751,LHW,兰州,HGH,杭州
CA,CA751,LHW,兰州,PEK,北京
CA,CA751,LHW,兰州,TNA,济南
CA,CA751,LHW,兰州,TYN,太原
CA,CA751,LHW,兰州,URC,乌鲁木齐
CA,CA751,LHW,兰州,XIY,西安
CA,CA751,LHW,兰州,YCU,运城
CA,CA751,LJG,丽江,CKG,重庆
CA,CA751,LJG,丽江,CTU,成都
CA,CA751,LJG,丽江,HGH,杭州
CA,CA751,LJG,丽江,PEK,北京
CA,CA751,LXA,拉萨,CKG,重庆
CA,CA751,LXA,拉萨,CTU,成都
CA,CA751,LXA,拉萨,PEK,北京
CA,CA751,LYI,临沂,CAN,广州
CA,CA751,LYI,临沂,SHE,沈阳
CA,CA751,LZH,柳州,PEK,北京
CA,CA751,LZO,泸州,CAN,广州
CA,CA751,LZY,林芝,CTU,成都
CA,CA751,MDG,牡丹江,PEK,北京
CA,CA751,MIG,绵阳,CGO,郑州
CA,CA751,MIG,绵阳,PEK,北京
CA,CA751,MIG,绵阳,SZX,深圳
CA,CA751,NDG,齐齐哈尔,PEK,北京
CA,CA751,NGB,宁波,CTU,成都
CA,CA751,NGB,宁波,KWL,桂林
CA,CA751,NGB,宁波,PEK,北京
CA,CA751,NGB,宁波,TAO,青岛
CA,CA751,NKG,南京,CAN,广州
CA,CA751,NKG,南京,CGQ,长春
CA,CA751,NKG,南京,CKG,重庆
CA,CA751,NKG,南京,CTU,成都
CA,CA751,NKG,南京,DLC,大连
CA,CA751,NKG,南京,FOC,福州
CA,CA751,NKG,南京,HAK,海口
CA,CA751,NKG,南京,KMG,昆明
CA,CA751,NKG,南京,KWE,贵阳
CA,CA751,NKG,南京,KWL,桂林
CA,CA751,NKG,南京,NNG,南宁
CA,CA751,NKG,南京,PEK,北京
CA,CA751,NKG,南京,SHE,沈阳
CA,CA751,NKG,南京,SZX,深圳
CA,CA751,NKG,南京,TAO,青岛
CA,CA751,NKG,南京,TYN,太原
CA,CA751,NKG,南京,XIY,西安
CA,CA751,NKG,南京,XMN,厦门
CA,CA751,NKG,南京,YNT,烟台
CA,CA751,NNG,南宁,CAN,广州
CA,CA751,NNG,南宁,CGO,郑州
CA,CA751,NNG,南宁,CTU,成都
CA,CA751,NNG,南宁,HGH,杭州
CA,CA751,NNG,南宁,NKG,南京
CA,CA751,NNG,南宁,PEK,北京
CA,CA751,NNG,南宁,SYX,三亚
CA,CA751,NNG,南宁,SZX,深圳
CA,CA751,NNG,南宁,WUH,武汉
CA,CA751,NNG,南宁,XIY,西安
CA,CA751,NNG,南宁,XMN,厦门
CA,CA751,NNG,南宁,ZUH,珠海
CA,CA751,PEK,北京,BAV,包头
CA,CA751,PEK,北京,BHY,北海
CA,CA751,PEK,北京,CAN,广州
CA,CA751,PEK,北京,CGO,郑州
CA,CA751,PEK,北京,CGQ,长春
CA,CA751,PEK,北京,CHG,朝阳
CA,CA751,PEK,北京,CIF,赤峰
CA,CA751,PEK,北京,CKG,重庆
CA,CA751,PEK,北京,CSX,长沙
CA,CA751,PEK,北京,CTU,成都
CA,CA751,PEK,北京,CZX,常州
CA,CA751,PEK,北京,DAT,大同
CA,CA751,PEK,北京,DDG,丹东
CA,CA751,PEK,北京,DLC,大连
CA,CA751,PEK,北京,DQA,大庆
CA,CA751,PEK,北京,DSN,鄂尔多斯
CA,CA751,PEK,北京,DYG,张家界
CA,CA751,PEK,北京,FOC,福州
CA,CA751,PEK,北京,FUG,阜阳
CA,CA751,PEK,北京,GYS,广元
CA,CA751,PEK,北京,HAK,海口
CA,CA751,PEK,北京,HET,呼和浩特
CA,CA751,PEK,北京,HFE,合肥
CA,CA751,PEK,北京,HGH,杭州
CA,CA751,PEK,北京,HLD,海拉尔
CA,CA751,PEK,北京,HLH,乌兰浩特
CA,CA751,PEK,北京,HMI,哈密
CA,CA751,PEK,北京,HRB,哈尔滨
CA,CA751,PEK,北京,HYN,黄岩
CA,CA751,PEK,北京,JDZ,景德镇
CA,CA751,PEK,北京,JGS,吉安
